TaskName,TaskType,TaskClass,Rows,Columns,CategoricalColumns,Size,PeakStorageMemory,PeakExecutionMemory,Duration
DecisionTree,Estimator,Classification,274,2,0,0.002809,1.73,1e-06,2203.5
DecisionTree,Estimator,Classification,274,3,0,0.004897,1.74,1e-06,2308.5
DecisionTree,Estimator,Classification,274,4,0,0.00714,1.75,1e-06,2289.5
DecisionTree,Estimator,Classification,274,5,0,0.00967,1.75,1e-06,2312.5
DecisionTree,Estimator,Classification,549,2,0,0.005466,1.73,1e-06,2298.0
DecisionTree,Estimator,Classification,549,3,0,0.009916,1.74,1e-06,2341.0
DecisionTree,Estimator,Classification,549,4,0,0.014376,1.75,1e-06,2350.5
DecisionTree,Estimator,Classification,549,5,0,0.019374,1.75,1e-06,2369.0
DecisionTree,Estimator,Classification,823,2,0,0.008255,1.73,1e-06,2360.5
DecisionTree,Estimator,Classification,823,3,0,0.014682,1.74,1e-06,2383.0
DecisionTree,Estimator,Classification,823,4,0,0.021341,1.75,1e-06,2407.0
DecisionTree,Estimator,Classification,823,5,0,0.029419,1.76,1e-06,2434.5
DecisionTree,Estimator,Classification,1098,2,0,0.010977,1.73,1e-06,2390.0
DecisionTree,Estimator,Classification,1098,3,0,0.019789,1.74,1e-06,2405.5
DecisionTree,Estimator,Classification,1098,4,0,0.028613,1.75,1e-06,2467.5
DecisionTree,Estimator,Classification,1098,5,0,0.038794,1.775,1e-06,2501.5
DecisionTree,Estimator,Classification,1372,2,0,0.013665,1.73,1e-06,2418.0
DecisionTree,Estimator,Classification,1372,3,0,0.024514,1.74,1e-06,2476.5
DecisionTree,Estimator,Classification,1372,4,0,0.035789,1.75,1e-06,2482.0
DecisionTree,Estimator,Classification,1372,5,0,0.044276,1.76,1e-06,2508.0
DecisionTree,Estimator,Classification,1625,6,6,0.018657,4.41,1e-06,2482.0
DecisionTree,Estimator,Classification,1625,10,10,0.031126,7.01,1e-06,2974.5
DecisionTree,Estimator,Classification,1625,15,15,0.046692,10.78,1e-06,3776.0
DecisionTree,Estimator,Classification,1625,19,19,0.059149,14.2,1e-06,4513.5
DecisionTree,Estimator,Classification,3250,6,6,0.037254,4.42,1e-06,2663.0
DecisionTree,Estimator,Classification,3250,10,10,0.06212,7.01,1e-06,3156.5
DecisionTree,Estimator,Classification,3250,15,15,0.093184,10.78,1e-06,4008.5
DecisionTree,Estimator,Classification,3250,19,19,0.118039,14.21,1e-06,4788.0
DecisionTree,Estimator,Classification,4803,481,0,8.325166,12.64,30.01,12618.5
DecisionTree,Estimator,Classification,4803,961,0,18.894535,23.43,57.78,18264.0
DecisionTree,Estimator,Classification,4803,1442,0,30.811817,33.47,66.315,23577.0
DecisionTree,Estimator,Classification,4803,1921,0,42.389276,41.79,107.29,30160.0
DecisionTree,Estimator,Classification,4803,2401,0,53.245032,56.06,187.01,36523.0
DecisionTree,Estimator,Classification,4874,6,6,0.055839,4.765000000000001,1e-06,2745.0
DecisionTree,Estimator,Classification,4874,10,10,0.093095,7.07,1e-06,3298.5
DecisionTree,Estimator,Classification,4874,15,15,0.139647,10.84,1e-06,4177.0
DecisionTree,Estimator,Classification,4874,19,19,0.176892,14.21,1e-06,5009.5
DecisionTree,Estimator,Classification,6499,6,6,0.074436,5.03,1e-06,2859.0
DecisionTree,Estimator,Classification,6499,10,10,0.12409,7.43,1e-06,3417.0
DecisionTree,Estimator,Classification,6499,15,15,0.186139,11.015,1e-06,4334.0
DecisionTree,Estimator,Classification,6499,19,19,0.235781,14.2,1e-06,5183.0
DecisionTree,Estimator,Classification,8124,6,6,0.093032,5.42,1e-06,2915.5
DecisionTree,Estimator,Classification,8124,10,10,0.155084,8.239999999999998,1e-06,3543.5
DecisionTree,Estimator,Classification,8124,15,15,0.23263,11.77,1e-06,4523.0
DecisionTree,Estimator,Classification,8124,19,19,0.294671,14.43,1e-06,5435.0
DecisionTree,Estimator,Classification,9606,481,0,16.651017,22.32,11.050000500000001,12978.5
DecisionTree,Estimator,Classification,9606,961,0,37.780284,41.89,53.33,18550.0
DecisionTree,Estimator,Classification,9606,1442,0,61.650461,57.724999999999994,72.405,26466.0
DecisionTree,Estimator,Classification,9606,1921,0,84.910493,73.09,297.895,39292.0
DecisionTree,Estimator,Classification,9606,2401,0,106.569949,101.045,290.665,47813.0
DecisionTree,Estimator,Classification,14410,481,0,24.98132,31.48,30.07,13032.5
DecisionTree,Estimator,Classification,14410,961,0,56.664343,58.97,47.93,19821.0
DecisionTree,Estimator,Classification,14410,1442,0,92.386895,85.905,132.24,35102.5
DecisionTree,Estimator,Classification,14410,1921,0,127.381102,104.32,161.73000000000002,43140.0
DecisionTree,Estimator,Classification,14410,2401,0,159.714966,145.625,207.065,50395.5
DecisionTree,Estimator,Classification,19213,481,0,33.295776,41.605000000000004,20.01,13070.0
DecisionTree,Estimator,Classification,19213,961,0,75.546374,75.11,90.245,21769.0
DecisionTree,Estimator,Classification,19213,1442,0,123.28475,110.36,95.03,38472.0
DecisionTree,Estimator,Classification,19213,1921,0,169.763014,137.735,264.395,44250.0
DecisionTree,Estimator,Classification,19213,2401,0,212.970258,191.89,197.18,60029.0
DecisionTree,Estimator,Classification,24016,481,0,41.617505,50.075,1e-06,13085.5
DecisionTree,Estimator,Classification,24016,961,0,94.417736,95.13499999999999,107.57499999999999,26093.0
DecisionTree,Estimator,Classification,24016,1442,0,154.035663,137.765,212.23000000000002,38405.5
DecisionTree,Estimator,Classification,24016,1921,0,212.206891,167.695,150.095,51815.0
DecisionTree,Estimator,Classification,24016,2401,0,230.475045,226.65,162.485,62508.0
DecisionTree,Estimator,Classification,33095,4,1,0.337902,32.935,1e-06,4623.5
DecisionTree,Estimator,Classification,33095,7,1,0.534872,33.08,1e-06,5013.5
DecisionTree,Estimator,Classification,33095,9,1,0.689366,33.34,1e-06,5117.5
DecisionTree,Estimator,Classification,33095,12,1,1.01088,33.675,1e-06,5541.5
DecisionTree,Estimator,Classification,33095,14,1,1.241956,34.19,1e-06,5585.0
DecisionTree,Estimator,Classification,66190,4,1,0.675655,66.89,1e-06,6489.5
DecisionTree,Estimator,Classification,66190,7,1,1.06963,64.96000000000001,1e-06,7019.0
DecisionTree,Estimator,Classification,66190,9,1,1.378381,65.35,1e-06,7292.0
DecisionTree,Estimator,Classification,66190,12,1,2.020999,68.5,1e-06,7736.5
DecisionTree,Estimator,Classification,66190,14,1,2.483536,68.405,1e-06,8128.5
DecisionTree,Estimator,Classification,99284,4,1,1.013644,99.075,1e-06,8116.5
DecisionTree,Estimator,Classification,99284,7,1,1.604672,100.615,1e-06,9132.0
DecisionTree,Estimator,Classification,99284,9,1,2.067579,105.86,1e-06,9498.0
DecisionTree,Estimator,Classification,99284,12,1,3.032122,107.53,1e-06,10099.0
DecisionTree,Estimator,Classification,99284,14,1,3.725372,107.54,1e-06,10480.5
DecisionTree,Estimator,Classification,116202,12,0,3.299891,19.395,1e-06,7815.5
DecisionTree,Estimator,Classification,116202,23,0,6.563619,23.88,1e-06,7196.0
DecisionTree,Estimator,Classification,116202,34,0,9.304573,29.65,1e-06,7042.5
DecisionTree,Estimator,Classification,116202,45,0,12.121251,34.15,1e-06,6905.0
DecisionTree,Estimator,Classification,116202,55,0,14.336944,38.614999999999995,1e-06,6978.5
DecisionTree,Estimator,Classification,132379,4,1,1.351325,155.4,1e-06,9958.5
DecisionTree,Estimator,Classification,132379,7,1,2.139295,128.53,1e-06,11062.5
DecisionTree,Estimator,Classification,132379,9,1,2.756615,159.16,1e-06,11473.0
DecisionTree,Estimator,Classification,132379,12,1,4.042283,146.425,1e-06,12213.0
DecisionTree,Estimator,Classification,132379,14,1,4.966506,133.86,1e-06,11040.5
DecisionTree,Estimator,Classification,165474,4,1,1.689241,157.55,1e-06,11498.5
DecisionTree,Estimator,Classification,165474,7,1,2.674202,160.09,1e-06,13043.5
DecisionTree,Estimator,Classification,165474,9,1,3.445766,161.37,1e-06,13594.5
DecisionTree,Estimator,Classification,165474,12,1,5.05303,162.97,1e-06,12238.5
DecisionTree,Estimator,Classification,165474,14,1,6.366044,168.04,1e-06,10831.5
DecisionTree,Estimator,Classification,232405,12,0,6.600268,37.185,1e-06,8899.0
DecisionTree,Estimator,Classification,232405,23,0,13.128395,46.45,1e-06,7514.5
DecisionTree,Estimator,Classification,232405,34,0,18.607503,57.22,1e-06,7215.5
DecisionTree,Estimator,Classification,232405,45,0,24.241912,66.175,1e-06,7219.5
DecisionTree,Estimator,Classification,232405,55,0,28.675522,75.055,1e-06,7272.0
DecisionTree,Estimator,Classification,348607,12,0,9.899996,55.36,1e-06,9260.5
DecisionTree,Estimator,Classification,348607,23,0,19.691607,69.14,1e-06,7616.0
DecisionTree,Estimator,Classification,348607,34,0,27.910069,89.25999999999999,1e-06,7325.0
DecisionTree,Estimator,Classification,348607,45,0,36.363632,98.03,1e-06,7442.0
DecisionTree,Estimator,Classification,348607,55,0,43.011833,111.28,1e-06,7567.5
DecisionTree,Estimator,Classification,464810,12,0,13.199994,72.84,1e-06,9449.0
DecisionTree,Estimator,Classification,464810,23,0,26.256078,90.64,1e-06,7630.5
DecisionTree,Estimator,Classification,464810,34,0,37.21448,117.935,1e-06,7504.0
DecisionTree,Estimator,Classification,464810,45,0,48.484786,129.68,1e-06,7630.0
DecisionTree,Estimator,Classification,464810,55,0,57.35005,147.93,1e-06,7797.5
DecisionTree,Estimator,Classification,581012,12,0,16.499925,90.85,1e-06,9802.5
DecisionTree,Estimator,Classification,581012,23,0,32.820001,112.85,1e-06,7768.0
DecisionTree,Estimator,Classification,581012,34,0,46.518288,139.69,1e-06,7668.0
DecisionTree,Estimator,Classification,581012,45,0,60.605294,161.745,1e-06,7788.5
DecisionTree,Estimator,Classification,581012,55,0,71.687256,182.755,1e-06,9282.5
DecisionTree,Estimator,Classification,979686,10,3,40.909716,419.235,1e-06,16654.0
DecisionTree,Estimator,Classification,979686,18,4,66.313942,461.15,1e-06,17194.0
DecisionTree,Estimator,Classification,979686,26,4,94.77689,479.53,1e-06,13759.0
DecisionTree,Estimator,Classification,979686,34,4,111.638906,502.72,1e-06,17030.0
DecisionTree,Estimator,Classification,979686,42,4,128.841283,546.96,1e-06,17443.0
DecisionTree,Estimator,Classification,1000000,27,0,64.371837,208.35500000000002,1e-06,9323.5
DecisionTree,Estimator,Classification,1000000,53,0,126.36286,311.055,1e-06,14601.5
DecisionTree,Estimator,Classification,1000000,78,0,185.966228,408.99,1e-06,22732.5
DecisionTree,Estimator,Classification,1000000,104,0,247.957234,503.93,1e-06,31776.0
DecisionTree,Estimator,Classification,1000000,129,0,307.566253,596.005,1e-06,34035.5
DecisionTree,Estimator,Classification,1959372,10,3,81.812397,778.44,1e-06,21150.0
DecisionTree,Estimator,Classification,1959372,18,4,132.624369,926.155,1e-06,25112.0
DecisionTree,Estimator,Classification,1959372,26,4,189.550513,987.115,1e-06,23923.5
DecisionTree,Estimator,Classification,1959372,34,4,223.27098,1082.07,1e-06,33926.0
DecisionTree,Estimator,Classification,1959372,42,4,257.686287,1116.6100000000001,1e-06,34085.0
DecisionTree,Estimator,Classification,2000000,27,0,128.746571,413.04499999999996,1e-06,13079.5
DecisionTree,Estimator,Classification,2000000,53,0,252.723961,633.9549999999999,1e-06,31877.5
DecisionTree,Estimator,Classification,2000000,78,0,371.93442,808.135,1e-06,36971.0
DecisionTree,Estimator,Classification,2000000,104,0,495.903806,1009.625,1e-06,36281.0
DecisionTree,Estimator,Classification,2000000,129,0,615.128746,1193.54,1e-06,39460.5
DecisionTree,Estimator,Classification,2939059,10,3,122.723862,1342.3600000000001,1e-06,26524.0
DecisionTree,Estimator,Classification,2939059,18,4,198.939043,1399.78,1e-06,30503.0
DecisionTree,Estimator,Classification,2939059,26,4,284.330332,1501.155,1e-06,37652.5
DecisionTree,Estimator,Classification,2939059,34,4,334.914858,1602.725,1e-06,38651.5
DecisionTree,Estimator,Classification,2939059,42,4,386.530335,1701.5,1e-06,38060.5
DecisionTree,Estimator,Classification,3000000,27,0,193.118719,620.4749999999999,1e-06,25729.0
DecisionTree,Estimator,Classification,3000000,53,0,379.08824,915.475,1e-06,35961.0
DecisionTree,Estimator,Classification,3000000,78,0,557.905551,1261.685,1e-06,39842.0
DecisionTree,Estimator,Classification,3000000,104,0,743.872852,1683.99,1e-06,41475.0
DecisionTree,Estimator,Classification,3000000,129,0,922.68967,1846.37,1e-06,37467.0
DecisionTree,Estimator,Classification,3918745,10,3,163.630093,1707.06,1e-06,32090.5
DecisionTree,Estimator,Classification,3918745,18,4,265.253685,1853.68,1e-06,41565.5
DecisionTree,Estimator,Classification,3918745,26,4,379.108897,1972.11,1e-06,41903.0
DecisionTree,Estimator,Classification,3918745,34,4,446.549325,2262.62,1e-06,40345.5
DecisionTree,Estimator,Classification,3918745,42,4,515.375125,2465.58,1e-06,36644.0
DecisionTree,Estimator,Classification,4000000,27,0,257.491792,824.435,1e-06,32655.5
DecisionTree,Estimator,Classification,4000000,53,0,505.45001,1248.215,1e-06,36252.0
DecisionTree,Estimator,Classification,4000000,78,0,743.873035,1739.0500000000002,1e-06,44270.5
DecisionTree,Estimator,Classification,4000000,104,0,991.823236,2060.94,1e-06,37500.5
DecisionTree,Estimator,Classification,4000000,129,0,1230.244541,2599.6949999999997,1e-06,39898.0
DecisionTree,Estimator,Classification,4898431,10,3,204.536826,2120.2250000000004,1e-06,43688.5
DecisionTree,Estimator,Classification,4898431,18,4,331.567341,2556.3450000000003,1e-06,46638.5
DecisionTree,Estimator,Classification,4898431,26,4,473.884029,2704.1549999999997,1e-06,41903.0
DecisionTree,Estimator,Classification,4898431,34,4,558.190071,2791.7650000000003,1e-06,40523.5
DecisionTree,Estimator,Classification,4898431,42,3,648.887481,2973.29,1e-06,51799.0
DecisionTree,Estimator,Classification,5000000,27,0,321.864852,1033.5949999999998,1e-06,34905.0
DecisionTree,Estimator,Classification,5000000,53,0,631.81279,1796.8249999999998,1e-06,43765.0
DecisionTree,Estimator,Classification,5000000,78,0,929.83545,2536.3450000000003,1e-06,40631.0
DecisionTree,Estimator,Classification,5000000,104,0,1239.781192,2833.66,1e-06,41955.0
DecisionTree,Estimator,Classification,5000000,129,0,1542.577574,3712.335,1e-06,45064.5
DecisionTree,Estimator,Classification,7000000,28,0,3623.267197,1706.08,1e-06,40155.0
DecisionTree,Transformer,Classification,274,2,0,0.002809,1.94,1e-06,79.0
DecisionTree,Transformer,Classification,274,3,0,0.004897,1.94,1e-06,77.0
DecisionTree,Transformer,Classification,274,4,0,0.00714,1.94,1e-06,77.5
DecisionTree,Transformer,Classification,274,5,0,0.00967,1.94,1e-06,77.5
DecisionTree,Transformer,Classification,549,2,0,0.005466,1.94,1e-06,78.0
DecisionTree,Transformer,Classification,549,3,0,0.009916,1.94,1e-06,77.0
DecisionTree,Transformer,Classification,549,4,0,0.014376,1.94,1e-06,76.5
DecisionTree,Transformer,Classification,549,5,0,0.019374,1.94,1e-06,76.5
DecisionTree,Transformer,Classification,823,2,0,0.008255,1.94,1e-06,79.0
DecisionTree,Transformer,Classification,823,3,0,0.014682,1.94,1e-06,77.0
DecisionTree,Transformer,Classification,823,4,0,0.021341,1.94,1e-06,75.5
DecisionTree,Transformer,Classification,823,5,0,0.029419,1.94,1e-06,79.5
DecisionTree,Transformer,Classification,1098,2,0,0.010977,1.94,1e-06,80.0
DecisionTree,Transformer,Classification,1098,3,0,0.019789,1.94,1e-06,76.0
DecisionTree,Transformer,Classification,1098,4,0,0.028613,1.94,1e-06,76.0
DecisionTree,Transformer,Classification,1098,5,0,0.038794,1.94,1e-06,77.0
DecisionTree,Transformer,Classification,1372,2,0,0.013665,1.94,1e-06,78.5
DecisionTree,Transformer,Classification,1372,3,0,0.024514,1.94,1e-06,77.5
DecisionTree,Transformer,Classification,1372,4,0,0.035789,1.94,1e-06,77.0
DecisionTree,Transformer,Classification,1372,5,0,0.044276,1.94,1e-06,78.5
DecisionTree,Transformer,Classification,4803,481,0,8.325166,2.41,1e-06,92.5
DecisionTree,Transformer,Classification,4803,961,0,18.894535,2.46,1e-06,119.0
DecisionTree,Transformer,Classification,4803,1442,0,30.811817,2.52,1e-06,150.5
DecisionTree,Transformer,Classification,4803,1921,0,42.389276,2.58,1e-06,180.0
DecisionTree,Transformer,Classification,4803,2401,0,53.245032,2.63,1e-06,209.0
DecisionTree,Transformer,Classification,9606,481,0,16.651017,2.41,1e-06,93.0
DecisionTree,Transformer,Classification,9606,961,0,37.780284,2.46,1e-06,119.5
DecisionTree,Transformer,Classification,9606,1442,0,61.650461,2.52,1e-06,151.0
DecisionTree,Transformer,Classification,9606,1921,0,84.910493,2.58,1e-06,179.0
DecisionTree,Transformer,Classification,9606,2401,0,106.569949,2.63,1e-06,210.0
DecisionTree,Transformer,Classification,14410,481,0,24.98132,2.41,1e-06,94.0
DecisionTree,Transformer,Classification,14410,961,0,56.664343,2.46,1e-06,118.5
DecisionTree,Transformer,Classification,14410,1442,0,92.386895,2.52,1e-06,149.5
DecisionTree,Transformer,Classification,14410,1921,0,127.381102,2.58,1e-06,178.0
DecisionTree,Transformer,Classification,14410,2401,0,159.714966,2.63,1e-06,206.5
DecisionTree,Transformer,Classification,19213,481,0,33.295776,2.41,1e-06,92.5
DecisionTree,Transformer,Classification,19213,961,0,75.546374,2.46,1e-06,118.5
DecisionTree,Transformer,Classification,19213,1442,0,123.28475,2.52,1e-06,157.5
DecisionTree,Transformer,Classification,19213,1921,0,169.763014,2.58,1e-06,181.5
DecisionTree,Transformer,Classification,19213,2401,0,212.970258,2.63,1e-06,212.0
DecisionTree,Transformer,Classification,24016,481,0,41.617505,2.41,1e-06,91.0
DecisionTree,Transformer,Classification,24016,961,0,94.417736,2.46,1e-06,121.0
DecisionTree,Transformer,Classification,24016,1442,0,154.035663,2.52,1e-06,148.5
DecisionTree,Transformer,Classification,24016,1921,0,212.206891,2.58,1e-06,179.0
DecisionTree,Transformer,Classification,24016,2401,0,230.475045,2.63,1e-06,207.5
DecisionTree,Transformer,Classification,33095,4,1,0.337902,2.38,1e-06,64.5
DecisionTree,Transformer,Classification,33095,7,1,0.534872,2.38,1e-06,66.0
DecisionTree,Transformer,Classification,33095,9,1,0.689366,2.38,1e-06,65.0
DecisionTree,Transformer,Classification,33095,12,1,1.01088,2.38,1e-06,62.0
DecisionTree,Transformer,Classification,33095,14,1,1.241956,2.38,1e-06,66.5
DecisionTree,Transformer,Classification,66190,4,1,0.675655,2.38,1e-06,65.5
DecisionTree,Transformer,Classification,66190,7,1,1.06963,2.38,1e-06,66.0
DecisionTree,Transformer,Classification,66190,9,1,1.378381,2.38,1e-06,65.0
DecisionTree,Transformer,Classification,66190,12,1,2.020999,2.38,1e-06,64.0
DecisionTree,Transformer,Classification,66190,14,1,2.483536,2.38,1e-06,66.5
DecisionTree,Transformer,Classification,99284,4,1,1.013644,2.38,1e-06,66.0
DecisionTree,Transformer,Classification,99284,7,1,1.604672,2.38,1e-06,66.0
DecisionTree,Transformer,Classification,99284,9,1,2.067579,2.38,1e-06,65.0
DecisionTree,Transformer,Classification,99284,12,1,3.032122,2.38,1e-06,62.5
DecisionTree,Transformer,Classification,99284,14,1,3.725372,2.38,1e-06,67.0
DecisionTree,Transformer,Classification,116202,12,0,3.299891,1.94,1e-06,72.5
DecisionTree,Transformer,Classification,116202,23,0,6.563619,1.95,1e-06,70.0
DecisionTree,Transformer,Classification,116202,34,0,9.304573,2.35,1e-06,73.0
DecisionTree,Transformer,Classification,116202,45,0,12.121251,2.35,1e-06,69.0
DecisionTree,Transformer,Classification,116202,55,0,14.336944,2.35,1e-06,67.0
DecisionTree,Transformer,Classification,132379,4,1,1.351325,2.38,1e-06,66.0
DecisionTree,Transformer,Classification,132379,7,1,2.139295,2.38,1e-06,65.0
DecisionTree,Transformer,Classification,132379,9,1,2.756615,2.38,1e-06,65.0
DecisionTree,Transformer,Classification,132379,12,1,4.042283,2.79,1e-06,62.0
DecisionTree,Transformer,Classification,132379,14,1,4.966506,2.79,1e-06,65.5
DecisionTree,Transformer,Classification,165474,4,1,1.689241,2.38,1e-06,66.0
DecisionTree,Transformer,Classification,165474,7,1,2.674202,2.38,1e-06,65.0
DecisionTree,Transformer,Classification,165474,9,1,3.445766,2.38,1e-06,64.5
DecisionTree,Transformer,Classification,165474,12,1,5.05303,2.79,1e-06,62.0
DecisionTree,Transformer,Classification,165474,14,1,6.366044,2.79,1e-06,65.0
DecisionTree,Transformer,Classification,232405,12,0,6.600268,1.94,1e-06,72.0
DecisionTree,Transformer,Classification,232405,23,0,13.128395,2.35,1e-06,69.0
DecisionTree,Transformer,Classification,232405,34,0,18.607503,2.35,1e-06,75.0
DecisionTree,Transformer,Classification,232405,45,0,24.241912,2.35,1e-06,67.0
DecisionTree,Transformer,Classification,232405,55,0,28.675522,2.35,1e-06,68.0
DecisionTree,Transformer,Classification,348607,12,0,9.899996,2.35,1e-06,73.0
DecisionTree,Transformer,Classification,348607,23,0,19.691607,2.35,1e-06,70.0
DecisionTree,Transformer,Classification,348607,34,0,27.910069,2.35,1e-06,74.5
DecisionTree,Transformer,Classification,348607,45,0,36.363632,2.35,1e-06,69.5
DecisionTree,Transformer,Classification,348607,55,0,43.011833,2.35,1e-06,67.0
DecisionTree,Transformer,Classification,464810,12,0,13.199994,2.35,1e-06,71.0
DecisionTree,Transformer,Classification,464810,23,0,26.256078,2.35,1e-06,69.5
DecisionTree,Transformer,Classification,464810,34,0,37.21448,2.35,1e-06,72.0
DecisionTree,Transformer,Classification,464810,45,0,48.484786,2.35,1e-06,68.0
DecisionTree,Transformer,Classification,464810,55,0,57.35005,2.35,1e-06,67.0
DecisionTree,Transformer,Classification,581012,12,0,16.499925,2.35,1e-06,70.5
DecisionTree,Transformer,Classification,581012,23,0,32.820001,2.35,1e-06,71.0
DecisionTree,Transformer,Classification,581012,34,0,46.518288,2.35,1e-06,71.5
DecisionTree,Transformer,Classification,581012,45,0,60.605294,2.35,1e-06,67.0
DecisionTree,Transformer,Classification,581012,55,0,71.687256,2.35,1e-06,65.0
DecisionTree,Transformer,Classification,979686,10,3,40.909716,3.22,1e-06,57.0
DecisionTree,Transformer,Classification,979686,18,4,66.313942,3.66,1e-06,50.0
DecisionTree,Transformer,Classification,979686,26,4,94.77689,3.67,1e-06,51.0
DecisionTree,Transformer,Classification,979686,34,4,111.638906,3.67,1e-06,51.0
DecisionTree,Transformer,Classification,979686,42,4,128.841283,3.68,1e-06,51.5
DecisionTree,Transformer,Classification,1000000,27,0,64.371837,2.35,1e-06,67.0
DecisionTree,Transformer,Classification,1000000,53,0,126.36286,2.36,1e-06,65.0
DecisionTree,Transformer,Classification,1000000,78,0,185.966228,2.36,1e-06,66.0
DecisionTree,Transformer,Classification,1000000,104,0,247.957234,2.36,1e-06,69.0
DecisionTree,Transformer,Classification,1000000,129,0,307.566253,2.37,1e-06,78.5
DecisionTree,Transformer,Classification,1959372,10,3,81.812397,3.22,1e-06,55.5
DecisionTree,Transformer,Classification,1959372,18,4,132.624369,3.66,1e-06,49.0
DecisionTree,Transformer,Classification,1959372,26,4,189.550513,3.67,1e-06,55.0
DecisionTree,Transformer,Classification,1959372,34,4,223.27098,3.67,1e-06,54.0
DecisionTree,Transformer,Classification,1959372,42,4,257.686287,3.68,1e-06,65.5
DecisionTree,Transformer,Classification,2000000,27,0,128.746571,2.35,1e-06,65.0
DecisionTree,Transformer,Classification,2000000,53,0,252.723961,2.36,1e-06,67.0
DecisionTree,Transformer,Classification,2000000,78,0,371.93442,1.9,1e-06,76.0
DecisionTree,Transformer,Classification,2000000,104,0,495.903806,2.36,1e-06,77.0
DecisionTree,Transformer,Classification,2000000,129,0,615.128746,2.37,1e-06,71.0
DecisionTree,Transformer,Classification,2939059,10,3,122.723862,3.22,1e-06,60.5
DecisionTree,Transformer,Classification,2939059,18,4,198.939043,3.66,1e-06,54.0
DecisionTree,Transformer,Classification,2939059,26,4,284.330332,3.67,1e-06,61.5
DecisionTree,Transformer,Classification,2939059,34,4,334.914858,3.67,1e-06,62.0
DecisionTree,Transformer,Classification,2939059,42,4,386.530335,2.3200000000000003,1e-06,66.5
DecisionTree,Transformer,Classification,3000000,27,0,193.118719,2.35,1e-06,63.5
DecisionTree,Transformer,Classification,3000000,53,0,379.08824,2.36,1e-06,77.0
DecisionTree,Transformer,Classification,3000000,78,0,557.905551,2.36,1e-06,71.0
DecisionTree,Transformer,Classification,3000000,104,0,743.872852,2.36,1e-06,69.0
DecisionTree,Transformer,Classification,3000000,129,0,922.68967,2.37,1e-06,69.5
DecisionTree,Transformer,Classification,3918745,10,3,163.630093,3.22,1e-06,61.0
DecisionTree,Transformer,Classification,3918745,18,4,265.253685,3.66,1e-06,52.0
DecisionTree,Transformer,Classification,3918745,26,4,379.108897,2.5,1e-06,63.0
DecisionTree,Transformer,Classification,3918745,34,4,446.549325,2.79,1e-06,53.0
DecisionTree,Transformer,Classification,3918745,42,4,515.375125,3.68,1e-06,54.0
DecisionTree,Transformer,Classification,4000000,27,0,257.491792,2.35,1e-06,67.0
DecisionTree,Transformer,Classification,4000000,53,0,505.45001,2.36,1e-06,69.0
DecisionTree,Transformer,Classification,4000000,78,0,743.873035,2.36,1e-06,70.5
DecisionTree,Transformer,Classification,4000000,104,0,991.823236,2.36,1e-06,64.5
DecisionTree,Transformer,Classification,4000000,129,0,1230.244541,2.37,1e-06,67.5
DecisionTree,Transformer,Classification,4898431,10,3,204.536826,3.22,1e-06,55.0
DecisionTree,Transformer,Classification,4898431,18,4,331.567341,3.66,1e-06,62.5
DecisionTree,Transformer,Classification,4898431,26,4,473.884029,2.79,1e-06,62.0
DecisionTree,Transformer,Classification,4898431,34,4,558.190071,3.67,1e-06,57.5
DecisionTree,Transformer,Classification,4898431,42,3,648.887481,3.68,1e-06,55.5
DecisionTree,Transformer,Classification,5000000,27,0,321.864852,2.35,1e-06,65.0
DecisionTree,Transformer,Classification,5000000,53,0,631.81279,2.36,1e-06,64.0
DecisionTree,Transformer,Classification,5000000,78,0,929.83545,2.36,1e-06,65.5
DecisionTree,Transformer,Classification,5000000,104,0,1239.781192,2.36,1e-06,75.0
DecisionTree,Transformer,Classification,5000000,129,0,1542.577574,1.9,1e-06,66.5
DecisionTree,Transformer,Classification,7000000,28,0,3623.267197,2.35,1e-06,66.5
FPGrowth,Estimator,AssociationRules,68037,34,34,6.772746,166.27,1e-06,6198.5
FPGrowth,Estimator,AssociationRules,136073,34,34,13.549273,328.46,1e-06,6710.5
FPGrowth,Estimator,AssociationRules,164719,180,180,139.870968,1960.0349999999999,369.445,41832.0
FPGrowth,Estimator,AssociationRules,198000,8,8,6.075131,101.08,1e-06,5867.0
FPGrowth,Estimator,AssociationRules,204110,34,34,20.321542,495.52,1e-06,7147.5
FPGrowth,Estimator,AssociationRules,272146,34,34,27.089092,659.01,1e-06,7611.5
FPGrowth,Estimator,AssociationRules,329437,180,180,279.157877,3836.06,959.145,70144.5
FPGrowth,Estimator,AssociationRules,340183,34,34,33.864811,839.76,1e-06,8212.5
FPGrowth,Estimator,AssociationRules,396001,8,8,12.239341,256.18,1e-06,6237.0
FPGrowth,Estimator,AssociationRules,494156,180,180,417.010069,5590.575,1130.775,75824.0
FPGrowth,Estimator,AssociationRules,594001,8,8,18.372513,394.58000000000004,1e-06,6244.5
FPGrowth,Estimator,AssociationRules,658874,180,180,557.730257,7995.825,1511.405,91154.0
FPGrowth,Estimator,AssociationRules,792002,8,8,24.424114,366.82,1e-06,6633.5
FPGrowth,Estimator,AssociationRules,823593,180,180,697.0,9493.85,1371.03,96071.5
FPGrowth,Estimator,AssociationRules,990002,8,8,31.489737,488.615,1e-06,6683.5
FPGrowth,Transformer,AssociationRules,20000,11,11,0.766256,1.96,1e-06,760.0
